MS-DRG,DRG_CODE,MDC,TYPE,DESCRIPTION,WEIGHT
334,334,06,SURG,RECTAL RESECTION W/O CC/MCC,1.6181
335,335,06,SURG,PERITONEAL ADHESIOLYSIS W MCC,4.3146
336,336,06,SURG,PERITONEAL ADHESIOLYSIS W CC,2.3529
337,337,06,SURG,PERITONEAL ADHESIOLYSIS W/O CC/MCC,1.5538
338,338,06,SURG,APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,3.2008
339,339,06,SURG,APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,1.8675
340,340,06,SURG,APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W/O CC/MCC,1.2024
341,341,06,SURG,APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W MCC,2.3116
342,342,06,SURG,APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W CC,1.3516
343,343,06,SURG,APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W/O CC/MCC,0.9547
344,344,06,SURG,MINOR SMALL & LARGE BOWEL PROCEDURES W MCC,3.4094
345,345,06,SURG,MINOR SMALL & LARGE BOWEL PROCEDURES W CC,1.7123
346,346,06,SURG,MINOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,1.1608
347,347,06,SURG,ANAL & STOMAL PROCEDURES W MCC,2.5169
348,348,06,SURG,ANAL & STOMAL PROCEDURES W CC,1.39
349,349,06,SURG,ANAL & STOMAL PROCEDURES W/O CC/MCC,0.8343
350,350,06,SURG,INGUINAL & FEMORAL HERNIA PROCEDURES W MCC,2.5082
351,351,06,SURG,INGUINAL & FEMORAL HERNIA PROCEDURES W CC,1.3755
352,352,06,SURG,INGUINAL & FEMORAL HERNIA PROCEDURES W/O CC/MCC,0.9043
353,353,06,SURG,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC,2.8192
354,354,06,SURG,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,1.5976
355,355,06,SURG,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC,1.1172
356,356,06,SURG,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC,3.9463
357,357,06,SURG,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC,2.1747
358,358,06,SURG,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,1.3629
368,368,06,MED,MAJOR ESOPHAGEAL DISORDERS W MCC,1.8327
369,369,06,MED,MAJOR ESOPHAGEAL DISORDERS W CC,1.0664
370,370,06,MED,MAJOR ESOPHAGEAL DISORDERS W/O CC/MCC,0.7593
371,371,06,MED,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,2.02
372,372,06,MED,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,1.2275
373,373,06,MED,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC,0.8401
374,374,06,MED,DIGESTIVE MALIGNANCY W MCC,2.1284
375,375,06,MED,DIGESTIVE MALIGNANCY W CC,1.2738
376,376,06,MED,DIGESTIVE MALIGNANCY W/O CC/MCC,0.8809
377,377,06,MED,G.I. HEMORRHAGE W MCC,1.7817
378,378,06,MED,G.I. HEMORRHAGE W CC,1.0168
379,379,06,MED,G.I. HEMORRHAGE W/O CC/MCC,0.7015
380,380,06,MED,COMPLICATED PEPTIC ULCER W MCC,1.9311
381,381,06,MED,COMPLICATED PEPTIC ULCER W CC,1.113
382,382,06,MED,COMPLICATED PEPTIC ULCER W/O CC/MCC,0.7917
383,383,06,MED,UNCOMPLICATED PEPTIC ULCER W MCC,1.3384
384,384,06,MED,UNCOMPLICATED PEPTIC ULCER W/O MCC,0.8365
385,385,06,MED,INFLAMMATORY BOWEL DISEASE W MCC,1.9078
386,386,06,MED,INFLAMMATORY BOWEL DISEASE W CC,1.0505
387,387,06,MED,INFLAMMATORY BOWEL DISEASE W/O CC/MCC,0.7878
388,388,06,MED,G.I. OBSTRUCTION W MCC,1.6564
389,389,06,MED,G.I. OBSTRUCTION W CC,0.9217
390,390,06,MED,G.I. OBSTRUCTION W/O CC/MCC,0.6372
391,391,06,MED,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",1.1897
392,392,06,MED,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",0.7375
393,393,06,MED,OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,1.6666
394,394,06,MED,OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,0.9837
395,395,06,MED,OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,0.6791
405,405,07,SURG,"PANCREAS, LIVER & SHUNT PROCEDURES W MCC",5.5575
406,406,07,SURG,"PANCREAS, LIVER & SHUNT PROCEDURES W CC",2.7303
407,407,07,SURG,"PANCREAS, LIVER & SHUNT PROCEDURES W/O CC/MCC",1.828
408,408,07,SURG,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W MCC,3.8375
409,409,07,SURG,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W CC,2.268
410,410,07,SURG,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W/O CC/MCC,1.6875
411,411,07,SURG,CHOLECYSTECTOMY W C.D.E. W MCC,3.804
412,412,07,SURG,CHOLECYSTECTOMY W C.D.E. W CC,2.5989
413,413,07,SURG,CHOLECYSTECTOMY W C.D.E. W/O CC/MCC,1.8582
414,414,07,SURG,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC,3.5643
415,415,07,SURG,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC,2.0728
416,416,07,SURG,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC,1.3354
417,417,07,SURG,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,2.5189
418,418,07,SURG,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,1.7007
419,419,07,SURG,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,1.205
420,420,07,SURG,HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC,3.8509
421,421,07,SURG,HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,1.7381
422,422,07,SURG,HEPATOBILIARY DIAGNOSTIC PROCEDURES W/O CC/MCC,1.3006
423,423,07,SURG,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,4.3308
424,424,07,SURG,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,2.4081
425,425,07,SURG,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W/O CC/MCC,1.5756
432,432,07,MED,CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,1.6792
433,433,07,MED,CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,0.9316
434,434,07,MED,CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,0.6343
435,435,07,MED,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,1.7816
436,436,07,MED,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC,1.1934
437,437,07,MED,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W/O CC/MCC,0.9537
438,438,07,MED,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,1.7844
439,439,07,MED,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,0.9603
440,440,07,MED,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,0.679
441,441,07,MED,"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W MCC",1.8767
442,442,07,MED,"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W CC",0.9545
443,443,07,MED,"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W/O CC/MCC",0.6473
444,444,07,MED,DISORDERS OF THE BILIARY TRACT W MCC,1.6039
445,445,07,MED,DISORDERS OF THE BILIARY TRACT W CC,1.072
446,446,07,MED,DISORDERS OF THE BILIARY TRACT W/O CC/MCC,0.7583
453,453,08,SURG,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W MCC,10.5952
454,454,08,SURG,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC,7.7979
455,455,08,SURG,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC,5.8705
456,456,08,SURG,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W MCC,9.5204
457,457,08,SURG,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W CC,6.4171
458,458,08,SURG,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W/O CC/MCC,4.9491
459,459,08,SURG,SPINAL FUSION EXCEPT CERVICAL W MCC,6.539
460,460,08,SURG,SPINAL FUSION EXCEPT CERVICAL W/O MCC,3.8783
461,461,08,SURG,BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W MCC,4.9062
462,462,08,SURG,BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,3.3745
463,463,08,SURG,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",5.4443
464,464,08,SURG,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",2.9406
465,465,08,SURG,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W/O CC/MCC",1.8802
466,466,08,SURG,REVISION OF HIP OR KNEE REPLACEMENT W MCC,5.0078
467,467,08,SURG,REVISION OF HIP OR KNEE REPLACEMENT W CC,3.2516
468,468,08,SURG,REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,2.607
469,469,08,SURG,MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,3.4196
470,470,08,SURG,MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,2.0953
471,471,08,SURG,CERVICAL SPINAL FUSION W MCC,4.7075
472,472,08,SURG,CERVICAL SPINAL FUSION W CC,2.8041
473,473,08,SURG,CERVICAL SPINAL FUSION W/O CC/MCC,2.1254
474,474,08,SURG,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W MCC,3.5676
475,475,08,SURG,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W CC,2.0071
476,476,08,SURG,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W/O CC/MCC,1.0171
477,477,08,SURG,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC,3.2681
478,478,08,SURG,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC,2.2663
479,479,08,SURG,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC,1.6922
480,480,08,SURG,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,3.0367
481,481,08,SURG,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,1.9345
482,482,08,SURG,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,1.566
483,483,08,SURG,MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W CC/MCC,2.5314
484,484,08,SURG,MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,2.095
485,485,08,SURG,KNEE PROCEDURES W PDX OF INFECTION W MCC,3.0583
486,486,08,SURG,KNEE PROCEDURES W PDX OF INFECTION W CC,2.0808
487,487,08,SURG,KNEE PROCEDURES W PDX OF INFECTION W/O CC/MCC,1.4863
488,488,08,SURG,KNEE PROCEDURES W/O PDX OF INFECTION W CC/MCC,1.6865
489,489,08,SURG,KNEE PROCEDURES W/O PDX OF INFECTION W/O CC/MCC,1.2486
490,490,08,SURG,BACK & NECK PROC EXC SPINAL FUSION W CC/MCC OR DISC DEVICE/NEUROSTIM,1.8154
491,491,08,SURG,BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,1.0354
492,492,08,SURG,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W MCC",3.1039
493,493,08,SURG,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W CC",1.931
494,494,08,SURG,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W/O CC/MCC",1.3938
495,495,08,SURG,LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W MCC,2.9977
496,496,08,SURG,LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W CC,1.6306
497,497,08,SURG,LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W/O CC/MCC,1.1202
498,498,08,SURG,LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W CC/MCC,2.1304
499,499,08,SURG,LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W/O CC/MCC,1.0106
500,500,08,SURG,SOFT TISSUE PROCEDURES W MCC,3.1368
501,501,08,SURG,SOFT TISSUE PROCEDURES W CC,1.594
502,502,08,SURG,SOFT TISSUE PROCEDURES W/O CC/MCC,1.067
503,503,08,SURG,FOOT PROCEDURES W MCC,2.3006
504,504,08,SURG,FOOT PROCEDURES W CC,1.5641
505,505,08,SURG,FOOT PROCEDURES W/O CC/MCC,1.1478
506,506,08,SURG,MAJOR THUMB OR JOINT PROCEDURES,1.3003
507,507,08,SURG,MAJOR SHOULDER OR ELBOW JOINT PROCEDURES W CC/MCC,1.8689
508,508,08,SURG,MAJOR SHOULDER OR ELBOW JOINT PROCEDURES W/O CC/MCC,1.2071
509,509,08,SURG,ARTHROSCOPY,1.3494
510,510,08,SURG,"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W MCC",2.2963
511,511,08,SURG,"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W CC",1.5222
512,512,08,SURG,"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W/O CC/MCC",1.1201
513,513,08,SURG,"HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC W CC/MCC",1.3409
514,514,08,SURG,"HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC W/O CC/MCC",0.8655
515,515,08,SURG,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W MCC,3.2831
516,516,08,SURG,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC,1.9744
517,517,08,SURG,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W/O CC/MCC,1.5767
533,533,08,MED,FRACTURES OF FEMUR W MCC,1.4725
534,534,08,MED,FRACTURES OF FEMUR W/O MCC,0.7366
535,535,08,MED,FRACTURES OF HIP & PELVIS W MCC,1.279
536,536,08,MED,FRACTURES OF HIP & PELVIS W/O MCC,0.7146
537,537,08,MED,"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W CC/MCC",0.8638
538,538,08,MED,"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W/O CC/MCC",0.6405
539,539,08,MED,OSTEOMYELITIS W MCC,1.9982
540,540,08,MED,OSTEOMYELITIS W CC,1.2692
541,541,08,MED,OSTEOMYELITIS W/O CC/MCC,0.977
542,542,08,MED,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W MCC,2.0293
543,543,08,MED,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC,1.1749
544,544,08,MED,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W/O CC/MCC,0.8012
545,545,08,MED,CONNECTIVE TISSUE DISORDERS W MCC,2.4785
546,546,08,MED,CONNECTIVE TISSUE DISORDERS W CC,1.1767
547,547,08,MED,CONNECTIVE TISSUE DISORDERS W/O CC/MCC,0.7581
548,548,08,MED,SEPTIC ARTHRITIS W MCC,1.7465
549,549,08,MED,SEPTIC ARTHRITIS W CC,1.1683
550,550,08,MED,SEPTIC ARTHRITIS W/O CC/MCC,0.7723
551,551,08,MED,MEDICAL BACK PROBLEMS W MCC,1.6345
552,552,08,MED,MEDICAL BACK PROBLEMS W/O MCC,0.8533
553,553,08,MED,BONE DISEASES & ARTHROPATHIES W MCC,1.2087
554,554,08,MED,BONE DISEASES & ARTHROPATHIES W/O MCC,0.6916
555,555,08,MED,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W MCC,1.2348
556,556,08,MED,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC,0.7039
557,557,08,MED,"TENDONITIS, MYOSITIS & BURSITIS W MCC",1.5613
558,558,08,MED,"TENDONITIS, MYOSITIS & BURSITIS W/O MCC",0.8594
559,559,08,MED,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",1.8741
560,560,08,MED,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",1.03
561,561,08,MED,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",0.6115
562,562,08,MED,"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W MCC",1.3989
563,563,08,MED,"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",0.7463
564,564,08,MED,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W MCC,1.4459
565,565,08,MED,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W CC,0.9386
566,566,08,MED,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W/O CC/MCC,0.6786
570,570,09,SURG,SKIN DEBRIDEMENT W MCC,2.4688
571,571,09,SURG,SKIN DEBRIDEMENT W CC,1.4969
572,572,09,SURG,SKIN DEBRIDEMENT W/O CC/MCC,1.0036
573,573,09,SURG,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W MCC,3.5637
574,574,09,SURG,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W CC,2.4469
575,575,09,SURG,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W/O CC/MCC,1.3266
576,576,09,SURG,SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W MCC,4.2457
577,577,09,SURG,SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W CC,1.8963
578,578,09,SURG,SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W/O CC/MCC,1.1312
579,579,09,SURG,"OTHER SKIN, SUBCUT TISS & BREAST PROC W MCC",2.7186
580,580,09,SURG,"OTHER SKIN, SUBCUT TISS & BREAST PROC W CC",1.4875
581,581,09,SURG,"OTHER SKIN, SUBCUT TISS & BREAST PROC W/O CC/MCC",0.9916
582,582,09,SURG,MASTECTOMY FOR MALIGNANCY W CC/MCC,1.1283
583,583,09,SURG,MASTECTOMY FOR MALIGNANCY W/O CC/MCC,0.8992
584,584,09,SURG,"BREAST BIOPSY, LOCAL EXCISION & OTHER BREAST PROCEDURES W CC/MCC",1.655
585,585,09,SURG,"BREAST BIOPSY, LOCAL EXCISION & OTHER BREAST PROCEDURES W/O CC/MCC",1.1381
592,592,09,MED,SKIN ULCERS W MCC,1.4632
593,593,09,MED,SKIN ULCERS W CC,0.9912
594,594,09,MED,SKIN ULCERS W/O CC/MCC,0.6782
595,595,09,MED,MAJOR SKIN DISORDERS W MCC,1.8803
596,596,09,MED,MAJOR SKIN DISORDERS W/O MCC,0.888
597,597,09,MED,MALIGNANT BREAST DISORDERS W MCC,1.6026
598,598,09,MED,MALIGNANT BREAST DISORDERS W CC,1.228
599,599,09,MED,MALIGNANT BREAST DISORDERS W/O CC/MCC,0.665
600,600,09,MED,NON-MALIGNANT BREAST DISORDERS W CC/MCC,0.9968
601,601,09,MED,NON-MALIGNANT BREAST DISORDERS W/O CC/MCC,0.6247
602,602,09,MED,CELLULITIS W MCC,1.4883
603,603,09,MED,CELLULITIS W/O MCC,0.8392
604,604,09,MED,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W MCC",1.3297
605,605,09,MED,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W/O MCC",0.7552
606,606,09,MED,MINOR SKIN DISORDERS W MCC,1.3936
607,607,09,MED,MINOR SKIN DISORDERS W/O MCC,0.6892
614,614,10,SURG,ADRENAL & PITUITARY PROCEDURES W CC/MCC,2.3998
615,615,10,SURG,ADRENAL & PITUITARY PROCEDURES W/O CC/MCC,1.4036
616,616,10,SURG,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W MCC",4.3525
617,617,10,SURG,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W CC",1.9716
618,618,10,SURG,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W/O CC/MCC",1.1287
619,619,10,SURG,O.R. PROCEDURES FOR OBESITY W MCC,3.4876
620,620,10,SURG,O.R. PROCEDURES FOR OBESITY W CC,1.8601
621,621,10,SURG,O.R. PROCEDURES FOR OBESITY W/O CC/MCC,1.5026
622,622,10,SURG,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W MCC",3.5668
623,623,10,SURG,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W CC",1.8221
624,624,10,SURG,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W/O CC/MCC",0.9662
625,625,10,SURG,"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W MCC",2.3606
626,626,10,SURG,"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W CC",1.2163
627,627,10,SURG,"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W/O CC/MCC",0.8217
628,628,10,SURG,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W MCC",3.2936
629,629,10,SURG,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W CC",2.144
630,630,10,SURG,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W/O CC/MCC",1.2266
637,637,10,MED,DIABETES W MCC,1.407
638,638,10,MED,DIABETES W CC,0.8218
639,639,10,MED,DIABETES W/O CC/MCC,0.5558
640,640,10,MED,"MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",1.1076
641,641,10,MED,"MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",0.692
